Cuisines,City,Rating_text,Price Range,Online Delivery,Table Booking,Average Cost for Two,cluster
1180,121,5,2.0,0,0,650.0,0
590,121,2,3.0,0,0,800.0,0
1091,121,5,3.0,0,0,1400.0,0
371,121,5,2.0,0,0,650.0,0
1474,121,5,3.0,0,0,1000.0,0
1077,121,2,3.0,0,0,900.0,0
590,121,2,3.0,0,0,800.0,0
1488,121,2,3.0,0,0,800.0,0
988,121,2,1.0,0,0,250.0,0
1098,121,5,3.0,0,0,900.0,0
1402,121,2,3.0,0,0,800.0,0
498,121,5,3.0,0,0,800.0,0
1707,121,5,1.0,0,0,250.0,0
1050,121,5,4.0,0,0,1500.0,0
1623,121,5,3.0,0,0,800.0,0
395,121,2,2.0,0,0,500.0,0
946,121,2,2.0,0,0,550.0,0
1311,131,2,2.0,0,0,450.0,0
550,131,2,1.0,0,0,20.0,0
498,131,2,3.0,0,0,600.0,0
1758,131,2,1.0,0,0,20.0,0
1628,131,2,3.0,0,0,700.0,0
1707,131,2,2.0,0,0,300.0,0
1758,131,5,1.0,0,0,150.0,0
332,131,0,2.0,0,0,450.0,0
466,131,0,3.0,0,0,500.0,0
1116,131,2,4.0,0,0,1000.0,0
1519,131,2,3.0,0,0,600.0,0
231,131,2,2.0,0,0,300.0,0
1311,131,0,3.0,0,0,800.0,0
1332,131,0,2.0,0,0,400.0,0
550,131,2,3.0,0,0,700.0,0
1449,131,0,2.0,0,0,350.0,0
469,131,0,3.0,0,0,600.0,0
550,131,0,3.0,0,0,650.0,0
1707,131,2,2.0,0,0,450.0,0
1519,131,0,4.0,0,0,1100.0,0
1334,97,2,2.0,0,0,700.0,0
39,97,2,2.0,0,0,500.0,0
1339,97,2,3.0,0,0,1000.0,0
250,97,2,2.0,0,0,500.0,0
1334,97,0,3.0,0,0,1000.0,0
498,97,2,3.0,0,0,1400.0,0
1343,97,2,3.0,0,0,1200.0,0
565,97,2,2.0,0,0,450.0,0
1334,97,2,4.0,0,0,1500.0,0
1724,97,0,1.0,0,0,300.0,0
651,97,0,2.0,0,0,600.0,0
1359,97,2,3.0,0,0,1000.0,0
1564,97,0,2.0,0,0,500.0,0
830,97,0,2.0,0,0,500.0,0
1578,97,0,2.0,0,0,600.0,0
1449,97,2,2.0,0,0,600.0,0
1334,97,0,2.0,0,0,700.0,0
1420,97,2,4.0,0,0,1600.0,0
830,97,0,2.0,0,0,500.0,0
1525,97,0,3.0,0,0,800.0,0
998,39,5,3.0,1,1,150.0,0
1025,39,1,3.0,0,1,200.0,0
684,39,1,3.0,0,1,160.0,0
1003,39,1,3.0,0,1,160.0,0
1015,39,5,3.0,0,1,150.0,0
930,39,5,3.0,1,1,130.0,0
1210,39,2,3.0,0,1,280.0,0
47,39,1,3.0,0,0,270.0,0
997,39,1,4.0,0,1,500.0,0
29,39,1,4.0,0,0,300.0,0
1675,39,0,3.0,0,0,285.0,0
332,39,1,3.0,1,0,140.0,0
839,39,5,3.0,0,0,100.0,0
1010,39,1,3.0,0,1,150.0,0
356,39,5,3.0,0,0,170.0,0
1019,39,5,2.0,1,1,90.0,0
997,39,5,2.0,1,1,90.0,0
84,39,2,3.0,1,0,250.0,0
997,39,1,4.0,0,1,500.0,0
121,39,5,3.0,0,0,160.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
1705,119,0,3.0,0,0,30.0,0
897,119,2,3.0,0,0,40.0,0
918,119,2,4.0,0,0,315.0,0
516,119,0,4.0,0,0,300.0,0
1830,119,0,4.0,0,0,60.0,0
80,119,0,4.0,0,0,80.0,0
83,119,0,4.0,0,0,95.0,0
332,119,2,3.0,0,0,40.0,0
178,119,5,2.0,0,0,20.0,0
6,119,0,4.0,0,0,80.0,0
102,119,5,4.0,0,0,270.0,0
918,119,2,4.0,0,0,430.0,0
1704,119,0,4.0,0,0,60.0,0
1033,119,5,4.0,0,0,100.0,0
924,119,2,4.0,0,0,500.0,0
1071,119,0,3.0,0,0,50.0,0
578,119,2,4.0,0,0,300.0,0
133,119,2,4.0,0,0,220.0,0
1010,118,1,3.0,0,0,60.0,0
831,118,5,2.0,0,0,40.0,0
332,118,5,4.0,0,0,110.0,0
1615,118,5,3.0,1,0,80.0,0
1612,118,5,3.0,1,0,90.0,0
83,118,2,4.0,1,0,250.0,0
84,118,5,4.0,1,0,250.0,0
880,118,4,3.0,0,0,80.0,0
1613,118,5,4.0,1,0,100.0,0
112,118,5,3.0,0,0,60.0,0
347,118,1,4.0,0,0,150.0,0
5,118,5,4.0,1,0,160.0,0
1009,118,5,4.0,1,0,120.0,0
1174,118,2,4.0,1,0,110.0,0
179,118,5,2.0,0,0,50.0,0
1707,118,2,3.0,1,0,70.0,0
589,118,2,4.0,1,0,130.0,0
1011,118,5,3.0,0,0,65.0,0
1014,118,2,3.0,1,0,85.0,0
839,118,2,2.0,0,0,50.0,0
6,0,1,4.0,1,0,260.0,0
997,0,1,4.0,0,1,500.0,0
115,0,1,4.0,0,0,180.0,0
6,0,1,4.0,0,0,190.0,0
47,0,1,4.0,0,0,200.0,0
1176,0,5,2.0,1,0,70.0,0
1814,0,5,4.0,1,1,350.0,0
1010,0,1,4.0,0,1,330.0,0
1011,0,5,3.0,1,0,100.0,0
1100,0,5,4.0,0,0,230.0,0
997,0,5,3.0,1,1,80.0,0
86,0,5,4.0,1,0,250.0,0
1100,0,5,3.0,1,1,150.0,0
498,0,5,4.0,0,0,250.0,0
1611,0,5,2.0,1,0,50.0,0
1021,0,2,2.0,1,0,60.0,0
1013,0,5,3.0,1,1,120.0,0
895,0,1,3.0,1,0,100.0,0
839,0,5,3.0,0,0,100.0,0
1824,0,5,2.0,0,0,70.0,0
59,30,5,3.0,0,0,3000.0,0
639,30,5,3.0,0,0,3000.0,0
485,30,5,3.0,0,0,2500.0,0
627,30,5,3.0,0,0,2000.0,0
775,30,5,2.0,0,0,1000.0,0
1673,30,1,4.0,0,0,4000.0,0
1750,30,5,3.0,0,0,2500.0,0
830,30,5,2.0,0,0,1000.0,0
1040,30,2,3.0,0,0,2500.0,0
1395,30,4,2.0,0,0,1800.0,0
761,30,5,2.0,0,0,1000.0,0
421,30,2,3.0,0,0,2000.0,0
1192,30,2,2.0,0,0,1500.0,0
405,30,2,3.0,0,0,3500.0,0
1143,30,1,2.0,0,0,1300.0,0
1237,30,5,3.0,0,0,2400.0,0
38,30,0,3.0,0,0,2000.0,0
1691,30,5,4.0,0,0,4500.0,0
102,30,5,4.0,0,0,4000.0,0
498,30,0,3.0,0,0,2000.0,0
792,141,1,2.0,0,0,50.0,0
218,141,1,4.0,0,0,130.0,0
1664,141,5,3.0,0,0,80.0,0
759,141,1,2.0,0,0,50.0,0
768,141,1,2.0,0,0,40.0,0
1833,141,5,3.0,0,0,105.0,0
332,141,1,2.0,0,0,35.0,0
1113,141,2,4.0,0,0,170.0,0
320,141,5,3.0,0,0,90.0,0
1663,141,2,3.0,0,0,80.0,0
1754,141,5,3.0,0,0,70.0,0
1105,141,5,4.0,0,0,180.0,0
1831,141,5,4.0,0,0,160.0,0
1114,141,2,3.0,0,0,90.0,0
1665,141,5,3.0,0,0,75.0,0
1663,141,5,4.0,0,0,120.0,0
332,141,1,3.0,0,0,60.0,0
1822,141,5,3.0,0,0,80.0,0
332,141,1,2.0,0,0,30.0,0
332,141,5,2.0,0,0,55.0,0
1154,6,5,3.0,0,0,60.0,0
1152,6,1,3.0,0,0,100.0,0
1155,6,5,3.0,0,0,100.0,0
1152,6,1,3.0,0,0,70.0,0
1153,6,5,3.0,0,0,70.0,0
1823,6,5,2.0,0,0,50.0,0
332,6,5,3.0,0,0,70.0,0
1623,6,1,2.0,0,0,40.0,0
1751,6,5,4.0,0,0,400.0,0
1153,6,5,3.0,0,0,70.0,0
395,6,5,2.0,0,0,35.0,0
332,6,2,3.0,0,0,80.0,0
1155,6,5,3.0,0,0,100.0,0
1832,6,5,4.0,0,0,150.0,0
1155,6,5,3.0,0,0,60.0,0
1619,6,0,2.0,0,0,50.0,0
1156,6,5,2.0,0,0,50.0,0
332,6,5,3.0,0,0,70.0,0
1155,6,1,2.0,0,0,40.0,0
1831,6,1,3.0,0,0,80.0,0
1012,68,1,2.0,0,0,35.0,0
286,68,1,3.0,0,0,55.0,0
1796,68,1,2.0,0,0,20.0,0
1022,68,1,3.0,0,1,45.0,0
518,68,1,4.0,0,1,90.0,0
29,68,1,3.0,0,0,40.0,0
1751,68,1,2.0,0,0,35.0,0
291,68,1,4.0,0,0,100.0,0
918,68,1,4.0,0,0,230.0,0
1017,68,1,4.0,0,1,80.0,0
1001,68,1,3.0,0,0,55.0,0
29,68,5,2.0,0,0,30.0,0
29,68,2,2.0,0,0,30.0,0
518,68,1,4.0,0,1,120.0,0
1130,68,5,4.0,0,1,100.0,0
1033,68,5,3.0,0,0,50.0,0
1654,68,1,3.0,0,0,40.0,0
1130,68,1,3.0,0,0,60.0,0
1033,68,1,3.0,0,0,45.0,0
1004,68,5,2.0,0,1,30.0,0
997,38,2,4.0,0,0,160.0,0
1022,38,0,4.0,0,0,150.0,0
1675,38,5,4.0,0,0,150.0,0
997,38,1,4.0,0,0,300.0,0
997,38,1,4.0,0,1,250.0,0
997,38,0,3.0,0,0,80.0,0
1024,38,5,4.0,0,0,550.0,0
498,38,1,4.0,0,0,250.0,0
796,38,2,4.0,0,0,200.0,0
1160,38,5,3.0,0,0,60.0,0
1610,38,5,4.0,0,0,170.0,0
1405,38,2,3.0,0,0,100.0,0
1751,38,2,3.0,0,0,110.0,0
1024,38,2,4.0,0,0,500.0,0
1804,38,5,4.0,0,0,445.0,0
997,38,5,2.0,0,0,50.0,0
1610,38,2,3.0,0,0,80.0,0
1033,38,1,4.0,0,0,400.0,0
1752,38,5,4.0,0,0,250.0,0
104,38,2,4.0,0,0,220.0,0
1115,74,1,3.0,0,1,1200.0,0
9,124,1,4.0,0,1,1800.0,0
1130,76,1,4.0,0,0,1500.0,0
798,95,1,4.0,0,1,6000.0,0
1676,124,1,4.0,0,1,3000.0,0
498,76,5,3.0,0,0,1000.0,0
1677,76,5,4.0,0,1,4000.0,0
66,96,5,3.0,0,1,900.0,0
1126,76,1,4.0,0,1,1500.0,0
896,96,1,3.0,0,0,800.0,0
896,108,1,3.0,0,0,800.0,0
894,96,1,3.0,0,1,1100.0,0
894,123,1,3.0,0,1,1200.0,0
134,95,5,4.0,0,1,2000.0,0
1165,113,5,3.0,0,0,700.0,0
1689,95,5,4.0,0,1,2000.0,0
922,74,1,3.0,0,1,1100.0,0
346,124,5,4.0,0,1,1500.0,0
453,124,1,2.0,0,0,600.0,0
894,113,5,3.0,0,1,1000.0,0
356,22,1,3.0,0,0,230.0,0
455,22,5,4.0,0,0,320.0,0
477,22,5,4.0,0,0,300.0,0
1678,22,2,4.0,0,0,500.0,0
1692,22,5,4.0,0,0,570.0,0
332,22,5,2.0,0,0,150.0,0
300,22,5,3.0,0,0,270.0,0
478,22,5,2.0,0,0,125.0,0
1196,22,1,4.0,0,0,350.0,0
315,22,2,3.0,0,0,250.0,0
775,22,1,2.0,0,0,110.0,0
1131,22,2,3.0,0,0,250.0,0
296,22,5,3.0,0,0,250.0,0
1789,22,2,3.0,0,0,250.0,0
1749,22,2,4.0,0,0,360.0,0
1634,22,2,3.0,0,0,294.0,0
1118,22,5,4.0,0,1,535.0,0
1674,22,2,4.0,0,0,450.0,0
351,22,5,3.0,0,0,200.0,0
345,22,5,2.0,0,0,180.0,0
1033,114,5,4.0,0,0,400.0,0
624,114,1,4.0,0,0,450.0,0
825,61,5,4.0,0,0,350.0,0
151,61,5,4.0,0,0,300.0,0
945,114,5,4.0,0,0,400.0,0
29,61,5,4.0,0,0,350.0,0
753,61,1,4.0,0,0,955.0,0
1797,57,1,4.0,0,0,700.0,0
826,114,1,4.0,0,0,545.0,0
316,61,5,4.0,0,0,350.0,0
1102,114,5,4.0,0,0,400.0,0
623,114,5,3.0,0,0,250.0,0
1216,114,5,3.0,0,0,250.0,0
1216,114,5,4.0,0,0,330.0,0
1751,114,5,4.0,0,0,300.0,0
6,61,5,4.0,0,1,515.0,0
1196,114,5,4.0,0,0,450.0,0
805,57,1,4.0,0,0,1540.0,0
1100,114,2,4.0,0,0,360.0,0
332,110,5,3.0,0,0,200.0,0
1024,21,1,4.0,0,0,230.0,0
1024,21,5,4.0,0,0,230.0,0
1622,21,2,4.0,0,0,100.0,0
1115,21,2,4.0,0,0,200.0,0
29,21,2,2.0,0,0,50.0,0
1223,21,5,4.0,0,0,100.0,0
109,21,2,3.0,0,0,90.0,0
1623,21,0,2.0,0,0,50.0,0
261,21,3,1.0,0,0,30.0,0
1033,21,5,4.0,0,0,150.0,0
854,21,0,2.0,0,0,55.0,0
1623,21,0,4.0,0,0,100.0,0
219,21,2,3.0,0,0,60.0,0
1673,21,0,4.0,0,0,240.0,0
1115,21,0,3.0,0,0,80.0,0
178,21,2,2.0,0,0,45.0,0
64,21,5,4.0,0,0,150.0,0
258,21,2,3.0,0,0,60.0,0
1033,21,0,4.0,0,0,350.0,0
332,21,2,1.0,0,0,30.0,0
1753,122,5,4.0,0,0,250.0,0
1100,122,1,4.0,0,0,250.0,0
266,122,5,4.0,0,0,100.0,0
258,122,5,4.0,0,0,100.0,0
262,122,2,3.0,0,0,75.0,0
258,122,3,2.0,0,0,50.0,0
237,122,1,4.0,0,0,300.0,0
265,122,3,3.0,0,0,65.0,0
175,122,5,4.0,0,0,300.0,0
1033,122,5,4.0,0,0,400.0,0
937,122,5,4.0,0,0,120.0,0
1789,122,2,4.0,0,0,230.0,0
1175,122,5,4.0,0,0,120.0,0
918,122,0,4.0,0,0,200.0,0
919,122,1,4.0,0,0,120.0,0
264,122,5,4.0,0,0,150.0,0
1791,122,2,4.0,0,0,120.0,0
260,122,1,3.0,0,0,70.0,0
997,122,0,3.0,0,0,70.0,0
258,122,3,2.0,0,0,55.0,0
1631,75,0,2.0,0,0,20.0,0
288,75,5,2.0,0,0,30.0,0
1614,75,2,2.0,0,0,35.0,0
1033,75,5,2.0,0,0,25.0,0
296,75,5,3.0,0,0,40.0,0
831,75,0,1.0,0,0,15.0,0
1033,75,2,3.0,0,0,50.0,0
1005,75,2,2.0,0,0,25.0,0
1756,75,5,3.0,0,0,55.0,0
33,75,1,3.0,0,0,50.0,0
1004,75,1,2.0,0,0,35.0,0
918,75,5,4.0,0,0,160.0,0
819,75,5,3.0,0,1,55.0,0
114,75,1,4.0,0,0,80.0,0
57,75,0,2.0,0,0,30.0,0
1020,75,2,3.0,0,0,50.0,0
286,75,5,4.0,0,0,85.0,0
291,75,5,3.0,0,0,45.0,0
1804,75,5,4.0,0,1,70.0,0
997,75,5,2.0,0,0,30.0,0
1016,18,5,3.0,0,0,45.0,0
1033,18,2,3.0,0,0,50.0,0
1804,18,2,2.0,0,1,30.0,0
622,18,1,4.0,0,0,120.0,0
1170,18,5,3.0,0,0,50.0,0
830,18,0,1.0,0,0,10.0,0
294,18,5,3.0,0,1,60.0,0
355,18,2,1.0,0,0,15.0,0
289,18,2,2.0,0,0,20.0,0
1169,18,1,3.0,0,0,40.0,0
1216,18,5,2.0,0,0,20.0,0
1822,18,2,2.0,0,0,30.0,0
296,18,2,2.0,0,0,35.0,0
1021,18,2,2.0,0,0,20.0,0
942,18,3,2.0,0,0,20.0,0
997,18,5,4.0,0,0,80.0,0
286,18,5,2.0,0,0,30.0,0
1613,18,2,3.0,0,0,45.0,0
1033,18,5,3.0,0,0,45.0,0
990,18,0,1.0,0,0,15.0,0
793,9,1,4.0,0,0,190.0,0
116,9,5,4.0,0,0,90.0,0
1033,9,1,4.0,0,0,120.0,0
793,9,4,4.0,0,0,100.0,0
1693,9,1,4.0,0,0,90.0,0
1804,9,5,2.0,0,0,40.0,0
332,9,5,3.0,0,0,50.0,0
498,9,5,2.0,0,0,35.0,0
399,9,5,3.0,0,0,60.0,0
1190,9,5,3.0,0,0,60.0,0
333,9,1,3.0,0,0,60.0,0
6,9,5,3.0,0,0,65.0,0
759,9,1,3.0,0,0,50.0,0
117,9,2,4.0,0,0,70.0,0
150,9,1,3.0,0,0,55.0,0
759,9,1,1.0,0,0,25.0,0
1164,9,5,4.0,0,0,90.0,0
988,9,1,1.0,0,0,20.0,0
1796,9,5,3.0,0,0,50.0,0
332,9,1,3.0,0,0,45.0,0
801,138,5,4.0,0,0,80.0,0
400,138,5,3.0,0,0,50.0,0
332,138,5,3.0,0,0,50.0,0
1033,138,1,4.0,0,0,70.0,0
6,138,5,3.0,0,0,55.0,0
1693,138,5,4.0,0,0,90.0,0
1038,138,5,4.0,0,0,105.0,0
1190,138,5,3.0,0,0,50.0,0
332,138,1,3.0,0,0,50.0,0
830,138,1,1.0,0,0,25.0,0
451,138,5,3.0,0,0,50.0,0
6,138,5,3.0,0,0,60.0,0
1117,138,2,4.0,0,0,70.0,0
1828,138,5,2.0,0,0,40.0,0
450,138,5,3.0,0,0,50.0,0
1199,138,5,4.0,0,0,80.0,0
923,138,5,4.0,0,0,200.0,0
793,138,5,4.0,0,0,110.0,0
332,138,5,2.0,0,0,40.0,0
115,138,5,4.0,0,0,100.0,0
1326,41,3,4.0,0,0,2500.0,0
830,41,3,4.0,0,0,500.0,0
1311,41,3,4.0,0,0,600.0,0
1338,41,3,4.0,0,0,1500.0,0
136,41,3,4.0,0,0,400.0,0
1287,41,3,4.0,0,0,1200.0,0
1688,41,3,4.0,0,0,900.0,0
534,41,3,3.0,0,0,50.0,0
1287,41,3,4.0,0,0,1200.0,0
527,41,3,4.0,0,0,400.0,0
1646,41,3,4.0,0,0,1200.0,0
830,41,3,4.0,0,0,750.0,0
830,41,3,4.0,0,0,750.0,0
1720,41,3,4.0,0,0,650.0,0
1707,41,3,4.0,0,0,250.0,0
421,41,3,4.0,0,0,1500.0,0
1687,41,3,4.0,0,0,700.0,0
1623,41,3,4.0,0,0,750.0,0
1093,41,3,4.0,0,0,1850.0,0
720,41,3,4.0,0,0,1400.0,0
258,112,1,4.0,0,0,300.0,0
259,112,1,4.0,0,0,120.0,0
769,112,1,4.0,0,0,100.0,0
259,112,5,3.0,0,0,80.0,0
259,112,1,4.0,0,0,100.0,0
1145,112,1,3.0,0,0,60.0,0
267,112,5,4.0,0,0,250.0,0
258,112,5,3.0,0,0,90.0,0
258,112,5,2.0,0,0,40.0,0
1679,112,5,4.0,0,0,140.0,0
1115,112,1,4.0,0,0,250.0,0
263,112,1,3.0,0,0,90.0,0
295,112,1,3.0,0,0,60.0,0
259,112,1,3.0,0,0,85.0,0
232,112,1,3.0,0,0,90.0,0
1174,112,5,4.0,0,0,170.0,0
219,112,3,3.0,0,0,70.0,0
216,112,5,4.0,0,0,120.0,0
1033,112,5,4.0,0,0,150.0,0
258,112,1,4.0,0,0,170.0,0
1703,60,5,3.0,0,0,100000.0,1
1788,60,1,3.0,0,0,200000.0,1
1788,60,1,3.0,0,0,200000.0,1
491,60,5,3.0,0,0,300000.0,3
137,60,1,3.0,0,0,800000.0,2
1791,60,1,3.0,0,0,500000.0,4
295,60,5,3.0,0,0,120000.0,1
1620,19,5,3.0,0,0,250000.0,3
1788,126,1,3.0,0,0,200000.0,1
1115,60,5,3.0,0,0,450000.0,4
1703,60,0,3.0,0,0,100000.0,1
1132,60,5,3.0,0,0,200000.0,1
1023,126,2,3.0,0,0,300000.0,3
426,60,1,3.0,0,0,165000.0,1
764,60,1,3.0,0,0,200000.0,1
1829,60,5,3.0,0,0,250000.0,3
1165,60,2,3.0,0,0,200000.0,1
397,19,2,2.0,0,0,70000.0,0
1046,60,5,3.0,0,0,800000.0,2
925,60,5,3.0,0,0,350000.0,3
448,104,2,4.0,0,0,400.0,0
976,104,5,4.0,0,0,500.0,0
297,104,2,4.0,0,0,300.0,0
1082,104,5,4.0,0,0,400.0,0
918,104,1,4.0,0,0,3210.0,0
4,104,1,4.0,0,0,450.0,0
997,104,5,4.0,0,0,320.0,0
1216,104,5,4.0,0,0,300.0,0
1767,104,2,3.0,0,0,250.0,0
827,104,1,4.0,0,0,450.0,0
487,104,1,3.0,0,0,285.0,0
999,104,5,4.0,0,0,320.0,0
357,104,2,4.0,0,0,390.0,0
329,104,5,4.0,0,0,360.0,0
417,104,5,4.0,0,0,410.0,0
1761,104,5,3.0,0,0,200.0,0
626,104,5,4.0,0,0,600.0,0
748,104,5,3.0,0,0,250.0,0
625,104,0,3.0,0,0,200.0,0
944,104,5,3.0,0,0,250.0,0
345,43,2,3.0,0,0,30.0,0
1216,43,2,3.0,0,0,30.0,0
1805,43,5,2.0,0,0,20.0,0
332,43,2,3.0,0,0,30.0,0
182,43,5,2.0,0,0,15.0,0
292,43,5,4.0,0,0,90.0,0
347,43,1,3.0,0,0,35.0,0
997,43,5,2.0,0,0,25.0,0
1000,43,2,2.0,0,0,20.0,0
6,43,5,3.0,0,0,40.0,0
1022,43,5,2.0,0,0,20.0,0
1804,43,5,4.0,0,1,50.0,0
1755,43,5,4.0,0,0,55.0,0
1792,43,2,2.0,0,0,25.0,0
293,43,5,4.0,0,1,100.0,0
319,43,5,3.0,0,0,40.0,0
1033,43,1,3.0,0,0,30.0,0
1672,43,1,3.0,0,0,45.0,0
1636,43,2,3.0,0,0,35.0,0
6,43,2,3.0,0,0,35.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
349,89,5,3.0,0,1,1000.0,0
127,89,5,3.0,1,0,1000.0,0
1093,89,0,3.0,0,1,1700.0,0
332,89,2,3.0,1,1,1100.0,0
380,89,5,3.0,1,0,1000.0,0
1101,89,0,2.0,1,1,700.0,0
1216,89,5,4.0,0,1,2500.0,0
534,89,2,3.0,0,0,1100.0,0
202,89,2,1.0,0,0,250.0,0
373,89,2,3.0,1,1,1200.0,0
332,89,1,3.0,1,0,1100.0,0
332,89,5,2.0,1,0,900.0,0
385,89,5,3.0,1,1,1000.0,0
421,89,5,2.0,1,0,800.0,0
581,89,2,3.0,1,1,1800.0,0
589,89,5,2.0,1,0,900.0,0
1525,89,2,3.0,1,1,1500.0,0
380,89,5,2.0,1,0,700.0,0
839,89,2,2.0,1,0,500.0,0
1519,89,2,2.0,0,0,650.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
